bathrooms,bedrooms,floors,waterfront,view,condition,grade,zipcode,lat,long,dist_stop,ncult,age,since_renovated,m2_living,m2_lot,m2_above,m2_basement,m2_living15,m2_lot15,district_name
1.75,4,1.0,0,0,4,7,98177,47.7545,-122.357,332.0,2.0,60,60,169.08346,715.3531,102.1933,66.89016,157.9351,789.6754999999999,Shoreline
2.0,4,1.0,0,0,3,7,98003,47.3258,-122.323,121.0,1.0,53,53,163.50928,780.3851999999999,98.47718,65.0321,118.91584,781.778745,Federal Way
1.75,3,1.0,0,0,3,8,98125,47.7027,-122.282,394.0,1.0,55,55,180.23182,810.950287,135.63838,44.59344,209.03175,851.455995,Seattle
1.5,3,1.5,0,0,2,7,98092,47.3043,-122.094,6002.0,0.0,35,35,208.10272,8140.625375,137.49644,70.60628,178.37376,10238.468018,King County
1.5,2,3.0,0,0,3,7,98125,47.7167,-122.298,119.0,8.0,9,9,99.963628,98.47718,99.963628,0.0,99.963628,98.47718,Seattle
2.5,4,2.0,0,0,3,8,98042,47.3697,-122.106,232.0,0.0,18,18,218.32205,760.132346,218.32205,0.0,216.46399,650.321,King County
2.5,3,3.0,0,0,3,8,98177,47.7027,-122.359,131.0,3.0,6,6,215.53496,210.611101,215.53496,0.0,115.19972,174.936349,Seattle
2.0,3,1.0,0,1,4,7,98136,47.5289,-122.391,201.0,2.0,56,56,281.49609,870.872722,195.09629999999999,86.39979,184.87697,558.532836,Seattle
3.25,4,2.0,0,0,4,11,98039,47.6177,-122.229,397.0,0.0,26,26,370.68297,1682.937845,370.68297,0.0,320.51535,1494.530561,King County
1.75,3,1.5,0,0,4,7,98059,47.483,-122.163,170.0,0.0,34,34,137.49644,717.675675,137.49644,0.0,159.79316,778.4342369999999,Renton
3.25,3,2.0,0,3,3,9,98024,47.5353,-121.897,1994.0,0.0,24,24,275.92191,21812.509564,189.52212,86.39979,275.92191,20477.028939,King County
1.0,3,1.0,0,0,4,6,98166,47.4583,-122.353,95.0,0.0,57,57,89.18688,668.9016,89.18688,0.0,98.47718,707.92086,King County
2.0,6,1.0,0,0,4,7,98133,47.762,-122.335,34.0,2.0,56,56,176.5157,748.519471,108.69651,67.81919,194.16727,801.381278,Shoreline
2.5,3,2.0,0,0,3,8,98065,47.5348,-121.877,270.0,1.0,16,16,192.30921,370.311358,192.30921,0.0,194.16727,370.311358,King County
3.25,4,2.0,0,3,5,10,98040,47.5612,-122.229,146.0,1.0,35,35,394.83774999999997,1672.254,311.22505,83.6127,352.10237,1350.530911,Mercer Island
2.5,3,2.0,0,4,3,9,98032,47.3581,-122.266,2027.0,0.0,42,42,254.55422,7729.436697,254.55422,0.0,232.2575,2719.177907,King County
1.75,3,1.0,0,0,3,8,98023,47.3308,-122.365,1370.0,0.0,47,47,141.21256,1425.503632,141.21256,0.0,210.88981,1391.779843,Federal Way
3.5,4,2.0,0,0,3,9,98019,47.7412,-121.966,1798.0,0.0,18,18,365.10879,1576.56391,365.10879,0.0,254.55422,1599.696757,King County
1.0,2,1.0,0,0,5,6,98166,47.4811,-122.339,530.0,3.0,72,72,65.96113,836.127,65.96113,0.0,114.27069,836.127,King County
1.75,3,1.0,0,0,4,8,98033,47.6669,-122.179,149.0,0.0,42,42,183.01891,979.940844,120.7739,62.24501,232.2575,794.134844,Kirkland
2.75,4,1.0,0,1,3,8,98118,47.5459,-122.265,192.0,6.0,67,16,224.82526,1040.606503,131.92226,92.903,294.50251,871.894655,Seattle
1.0,3,1.0,0,0,4,7,98033,47.7002,-122.191,405.0,1.0,48,48,87.32882,790.790336,87.32882,0.0,98.47718,790.790336,Kirkland
3.5,5,2.0,0,3,3,9,98022,47.2123,-122.005,660.0,0.0,14,14,320.51535,1772.58924,320.51535,0.0,238.76071,1580.001321,King County
2.5,3,2.0,0,0,4,9,98075,47.5855,-121.987,3716.0,0.0,27,27,313.08311,3364.760854,313.08311,0.0,276.85094,2953.665079,Sammamish
1.5,3,1.0,0,0,2,7,98030,47.356,-122.189,1240.0,0.0,63,63,157.00607,15042.203439,132.85129,24.15478,179.30279,1165.746844,Kent
1.0,3,1.0,0,0,3,6,98118,47.5282,-122.279,102.0,4.0,47,47,90.11591,464.515,90.11591,0.0,119.84487,545.805125,Seattle
2.5,3,1.5,0,0,3,8,98115,47.6827,-122.31,32.0,6.0,85,13,213.6769,284.28318,140.28353,73.39337,147.71577,303.235392,Seattle
2.25,4,1.0,0,0,3,8,98008,47.6219,-122.109,329.0,1.0,40,40,201.59951,929.03,131.92226,69.67725,222.03817,1021.933,Bellevue
2.5,3,2.0,0,0,3,8,98074,47.6018,-122.021,1425.0,0.0,16,16,169.08346,272.670305,169.08346,0.0,169.08346,272.763208,Sammamish
2.25,4,1.0,0,3,3,9,98075,47.584,-122.077,2755.0,0.0,31,31,243.40586,1613.353498,132.85129,110.55457,243.40586,1424.667505,Sammamish
1.0,2,1.0,0,0,3,6,98146,47.5081,-122.356,173.0,1.0,91,91,79.89658,802.310308,79.89658,0.0,102.1933,802.310308,King County
1.0,3,1.0,0,0,3,7,98168,47.5038,-122.3,503.0,0.0,61,61,177.44473,809.18513,100.33524,77.10949,135.63838,830.924432,King County
1.0,3,1.0,0,0,3,7,98001,47.3496,-122.289,692.0,0.0,60,60,91.04494,848.668905,91.04494,0.0,165.36734,848.668905,King County
1.5,6,1.5,0,0,2,7,98033,47.6798,-122.206,198.0,9.0,104,104,156.07704,483.281406,156.07704,0.0,175.58667,510.9665,Kirkland
1.0,4,1.0,0,0,4,6,98056,47.5175,-122.201,208.0,0.0,102,102,107.76748,1867.3503,76.18046,31.58702,155.14801,947.6106,Renton
1.0,3,1.0,0,0,4,7,98034,47.7155,-122.211,294.0,2.0,43,43,101.26427,623.564936,101.26427,0.0,133.78032,682.83705,Kirkland
2.75,3,2.0,0,0,4,7,98166,47.4563,-122.348,385.0,0.0,27,27,153.28995,529.5471,153.28995,0.0,122.63195999999999,707.92086,King County
1.0,3,1.0,0,0,4,7,98032,47.3793,-122.304,577.0,0.0,56,56,90.11591,715.3531,90.11591,0.0,107.76748,766.44975,Kent
3.5,4,2.0,0,0,3,12,98005,47.6399,-122.158,434.0,1.0,16,16,365.10879,3632.321494,365.10879,0.0,394.83774999999997,3593.673846,Bellevue
2.25,5,1.0,0,0,3,7,98188,47.448,-122.28,332.0,0.0,64,64,217.39302,696.215082,108.69651,108.69651,153.28995,940.642875,King County
2.25,4,2.0,0,0,3,8,98074,47.6459,-122.058,202.0,0.0,31,31,202.52854,677.913191,202.52854,0.0,209.03175,908.684243,Sammamish
1.0,2,1.0,0,0,4,7,98115,47.6864,-122.311,116.0,3.0,74,74,131.92226,399.947415,85.47076,46.4515,131.92226,399.947415,Seattle
2.25,4,2.0,0,0,3,8,98023,47.3126,-122.346,366.0,0.0,32,32,226.68332,752.328494,226.68332,0.0,196.02533,734.955633,Federal Way
1.75,3,1.0,0,0,5,7,98056,47.5087,-122.193,749.0,0.0,34,34,128.20614,848.576002,81.75464,46.4515,130.0642,760.87557,Renton
2.25,3,1.0,0,0,3,7,98045,47.4885,-121.783,476.0,5.0,54,54,194.16727,1393.545,194.16727,0.0,157.00607,1337.8032,King County
1.0,3,2.0,0,0,5,7,98103,47.6838,-122.352,302.0,34.0,89,89,139.3545,315.777297,120.7739,18.5806,126.34808,333.335964,Seattle
2.5,3,3.0,0,0,3,7,98133,47.7027,-122.357,190.0,3.0,11,11,131.92226,239.782643,131.92226,0.0,131.92226,233.093627,Seattle
1.75,3,1.0,0,0,5,7,98146,47.4993,-122.364,177.0,0.0,56,56,168.15443,668.9016,95.69009,72.46433999999999,181.16085,778.898752,King County
1.75,3,2.0,0,0,3,7,98198,47.4129,-122.322,110.0,1.0,58,58,185.341485,1705.69908,185.341485,0.0,183.94794,1267.19692,King County
3.75,5,2.0,0,2,3,10,98027,47.5401,-122.073,1097.0,0.0,9,9,495.17298999999997,557.418,331.66371,163.50928,410.63126,538.558691,King County
1.75,3,1.0,0,2,3,8,98155,47.7437,-122.291,421.0,1.0,53,53,148.6448,978.26859,148.6448,0.0,240.61877,768.679422,King County
2.5,3,2.0,0,0,3,8,98045,47.4304,-121.841,8212.0,0.0,10,10,353.0314,9752.864037,298.21863,54.81277,189.52212,10198.055213,King County
2.0,3,1.0,0,0,4,7,98125,47.7015,-122.316,148.0,6.0,91,91,130.0642,592.72114,65.0321,65.0321,157.00607,538.8374,Seattle
2.5,3,1.0,0,0,3,9,98027,47.4694,-121.989,4889.0,0.0,2,2,232.2575,4815.719908,140.28353,91.97397,210.88981,5058.56835,King County
2.0,4,1.0,0,0,5,7,98077,47.7566,-122.073,353.0,0.0,47,47,151.43189,963.868625,151.43189,0.0,126.34808,931.445478,King County
1.0,3,1.0,0,0,4,7,98059,47.4941,-122.151,601.0,0.0,55,55,152.36092,1120.41018,152.36092,0.0,156.07704,849.783741,Renton
2.5,4,2.0,0,0,3,10,98075,47.5836,-122.026,666.0,1.0,16,16,256.41228,598.29532,256.41228,0.0,285.21220999999997,755.022681,Sammamish
2.5,3,2.0,0,0,3,8,98029,47.5664,-121.999,2409.0,0.0,22,22,174.65764,417.970597,174.65764,0.0,197.88339,475.10594199999997,Sammamish
4.25,4,2.0,0,0,3,10,98027,47.5404,-122.073,1092.0,0.0,9,9,410.63126,534.19225,316.79923,93.83203,410.63126,534.19225,King County
1.75,3,1.0,0,0,3,7,98003,47.3121,-122.323,333.0,2.0,48,48,128.20614,776.854886,128.20614,0.0,128.20614,817.5464,Federal Way
2.25,3,1.0,0,0,3,7,98003,47.2624,-122.299,3643.0,0.0,31,31,179.30279,761.061376,136.56741,42.73538,140.28353,761.061376,King County
2.0,4,1.5,0,0,3,7,98103,47.6637,-122.346,176.0,13.0,114,114,157.00607,301.93475,143.99965,13.00642,150.50286,301.93475,Seattle
2.5,4,2.5,0,0,3,9,98029,47.5407,-121.993,1605.0,1.0,6,6,280.56706,334.4508,280.56706,0.0,238.76071,334.4508,King County
2.5,3,1.0,0,0,3,7,98155,47.7481,-122.327,272.0,0.0,54,54,179.30279,574.14054,123.56099,55.7418,180.23182,574.14054,Shoreline
1.0,3,1.5,0,2,3,8,98199,47.6393,-122.392,88.0,2.0,84,84,194.16727,371.612,175.58667,18.5806,194.16727,371.612,Seattle
2.25,4,1.0,0,0,3,7,98115,47.6909,-122.301,104.0,2.0,54,54,181.16085,557.418,125.41905,55.7418,183.94794,557.418,Seattle
2.5,4,2.0,0,0,3,8,98030,47.3513,-122.174,219.0,0.0,3,3,200.11306199999999,562.06315,200.11306199999999,0.0,214.141415,535.957407,Kent
3.75,3,1.0,0,0,5,8,98177,47.7147,-122.373,839.0,0.0,39,39,228.54138,708.84989,180.23182,48.30956,185.806,680.607378,Seattle
1.0,4,1.0,0,0,5,6,98056,47.492,-122.172,335.0,0.0,62,62,108.69651,501.6762,108.69651,0.0,102.1933,501.6762,Renton
2.5,3,1.0,0,0,3,8,98108,47.5401,-122.3,134.0,3.0,41,41,174.65764,491.45687,116.12875,58.52889,188.59309,473.062076,Seattle
2.0,2,1.0,0,0,3,8,98053,47.7133,-122.031,1694.0,0.0,11,11,157.00607,418.0635,157.00607,0.0,152.36092,418.0635,King County
2.5,3,2.0,0,2,3,9,98052,47.6842,-122.155,756.0,0.0,18,18,213.6769,724.6434,213.6769,0.0,213.6769,760.596861,King County
4.0,5,2.0,0,0,5,9,98027,47.4536,-122.009,5389.0,0.0,40,40,438.50216,45850.789202,367.89588,70.60628,200.67048,20396.110426,King County
1.0,3,1.0,0,0,3,7,98178,47.5053,-122.255,107.0,0.0,54,54,120.7739,547.941894,120.7739,0.0,122.63195999999999,707.827957,Seattle
1.0,2,2.0,0,0,4,7,98199,47.6475,-122.397,372.0,4.0,70,70,81.75464,159.049936,81.75464,0.0,126.34808,162.394444,Seattle
1.5,2,3.0,0,0,3,8,98115,47.6823,-122.327,19.0,7.0,10,10,92.903,110.368764,92.903,0.0,213.6769,325.1605,Seattle
1.75,2,1.0,0,0,4,7,98103,47.6795,-122.353,218.0,15.0,95,95,116.12875,268.48967,73.39337,42.73538,139.3545,299.612175,Seattle
1.0,2,1.0,0,0,3,7,98117,47.6805,-122.38,322.0,2.0,86,86,116.12875,355.353975,78.96755,37.1612,127.27711,464.329194,Seattle
2.5,4,2.0,0,0,4,7,98033,47.6888,-122.201,360.0,0.0,38,38,196.02533,677.355773,196.02533,0.0,218.32205,801.288375,Kirkland
2.0,3,1.0,0,0,4,7,98052,47.6977,-122.126,183.0,1.0,36,36,148.6448,682.83705,148.6448,0.0,148.6448,668.9016,King County
0.75,1,1.0,0,0,3,5,98115,47.6964,-122.306,99.0,2.0,68,68,63.17404,891.8688,63.17404,0.0,146.78674,615.389472,Seattle
1.0,3,1.0,0,0,2,6,98178,47.4984,-122.24,179.0,0.0,71,71,73.39337,627.09525,73.39337,0.0,89.18688,585.1030939999999,King County
2.0,3,1.0,0,0,3,7,98052,47.6786,-122.161,292.0,0.0,71,71,124.49002,907.104892,124.49002,0.0,121.70293,907.104892,King County
1.5,4,1.0,0,0,3,7,98118,47.5491,-122.272,501.0,11.0,56,56,198.81242,735.79176,110.55457,88.25785,198.81242,672.431914,Seattle
1.5,3,1.0,0,0,4,7,98030,47.353,-122.172,139.0,0.0,39,39,154.21898,743.224,104.05136,50.16762,176.5157,696.7725,Kent
1.75,3,1.0,0,0,3,7,98056,47.5155,-122.189,56.0,0.0,30,30,135.63838,860.374683,135.63838,0.0,143.99965,817.5464,Renton
2.0,3,1.0,0,0,3,8,98042,47.3724,-122.108,594.0,1.0,18,18,157.00607,844.209561,157.00607,0.0,194.16727,752.5143,King County
0.75,1,1.0,0,0,5,5,98117,47.6778,-122.389,202.0,8.0,92,92,34.37411,167.318303,34.37411,0.0,124.49002,464.515,Seattle
2.0,3,1.0,0,0,4,8,98125,47.726,-122.316,313.0,2.0,59,59,136.56741,933.860956,136.56741,0.0,137.49644,908.59134,Seattle
2.5,3,2.0,0,2,3,8,98006,47.5745,-122.18,670.0,1.0,20,20,208.10272,1995.277731,208.10272,0.0,272.20579,2003.824807,Bellevue
2.0,3,1.0,0,0,3,7,98014,47.69,-121.913,650.0,0.0,27,27,155.14801,1585.947113,102.1933,52.95471,154.21898,1448.636479,King County
3.25,5,2.0,0,2,3,10,98033,47.6898,-122.189,178.0,1.0,9,9,366.96685,1062.624514,318.65729,48.30956,192.30921,998.800153,Kirkland
2.75,4,2.0,0,0,3,9,98059,47.4823,-122.124,680.0,0.0,1,1,290.78639,902.181033,290.78639,0.0,145.85771,975.4815,King County
2.25,3,2.0,0,0,3,7,98034,47.7151,-122.203,400.0,2.0,29,29,111.4836,264.309035,111.4836,0.0,113.34166,198.81242,Kirkland
2.25,3,1.0,0,0,3,10,98074,47.6381,-122.062,778.0,0.0,37,37,234.11556,1114.836,234.11556,0.0,233.18653,1114.836,Sammamish
1.75,3,1.0,0,0,3,7,98053,47.6522,-121.97,5308.0,0.0,37,37,115.19972,3539.139785,115.19972,0.0,191.38018,3581.5964559999998,King County
2.0,4,1.5,0,0,4,9,98144,47.5841,-122.294,116.0,4.0,85,85,248.05101,301.00572,165.36734,82.68367,169.08346,371.612,Seattle
2.5,4,2.0,0,0,3,8,98074,47.6347,-122.026,960.0,0.0,27,27,189.52212,688.597036,189.52212,0.0,190.45115,727.43049,Sammamish
2.0,2,1.0,0,0,3,8,98199,47.6589,-122.397,38.0,3.0,66,66,127.27711,735.79176,88.25785,39.01926,127.27711,434.78604,Seattle
1.0,2,1.0,0,0,4,7,98126,47.5258,-122.377,109.0,2.0,73,73,118.91584,487.74075,105.90942,13.00642,97.54814999999999,487.74075,Seattle
2.0,4,1.0,0,2,4,8,98166,47.4404,-122.34,568.0,1.0,58,58,191.38018,1244.9002,191.38018,0.0,181.16085,963.40411,King County
1.0,3,1.0,0,0,3,7,98008,47.6342,-122.12,327.0,0.0,51,51,116.12875,668.9016,116.12875,0.0,132.85129,687.4822,Bellevue
1.0,2,1.0,0,0,4,5,98168,47.4807,-122.332,201.0,0.0,69,69,68.74822,608.51465,68.74822,0.0,100.33524,791.069045,King County
2.0,2,2.0,0,0,3,6,98038,47.349,-122.021,246.0,0.0,10,10,136.56741,290.600584,136.56741,0.0,109.62554,239.318128,King County
1.0,2,1.0,0,1,3,6,98126,47.5421,-122.378,153.0,2.0,86,86,104.05136,495.080087,69.67725,34.37411,142.14159,495.17298999999997,Seattle
2.25,4,2.0,0,0,3,10,98074,47.6313,-122.045,580.0,0.0,31,31,295.43154,891.8688,295.43154,0.0,263.84452,997.6853169999999,Sammamish
2.5,3,2.0,0,0,3,7,98065,47.5299,-121.878,29.0,1.0,16,16,143.07062,300.727011,143.07062,0.0,165.36734,316.892133,King County
1.0,3,1.0,0,0,3,7,98033,47.6891,-122.159,553.0,0.0,87,61,123.56099,7243.832716,123.56099,0.0,124.49002,1643.361167,King County
1.0,3,1.0,0,0,5,6,98042,47.3637,-122.083,275.0,0.0,46,46,78.03852,603.8695,78.03852,0.0,85.47076,434.78604,King County
2.75,4,1.0,0,0,4,7,98056,47.5204,-122.205,653.0,0.0,27,27,169.08346,501.6762,113.34166,55.7418,151.43189,501.6762,Renton
1.0,2,1.0,0,0,3,7,98146,47.5078,-122.337,233.0,1.0,61,61,96.61912,426.42477,96.61912,0.0,96.61912,568.56636,King County
2.5,3,2.0,0,0,3,10,98072,47.7376,-122.102,1904.0,0.0,28,28,264.77355,3398.856255,264.77355,0.0,310.29602,3313.942913,King County
2.25,4,2.0,0,0,3,8,98029,47.5712,-121.995,2714.0,0.0,24,24,184.87697,552.587044,184.87697,0.0,199.74145,600.060477,Sammamish
1.0,4,1.0,0,2,4,6,98056,47.4894,-122.188,203.0,0.0,72,72,152.36092,786.609701,113.34166,39.01926,98.47718,687.110588,Renton
1.75,3,1.0,0,0,3,6,98042,47.383,-122.097,1767.0,1.0,1,1,148.6448,454.109864,148.6448,0.0,234.11556,529.5471,King County
4.0,5,2.0,0,0,3,9,98053,47.6917,-122.02,184.0,0.0,4,4,380.9023,754.37236,380.9023,0.0,380.9023,708.385375,King County
2.0,3,1.0,0,0,3,8,98033,47.6976,-122.166,130.0,0.0,37,37,185.806,974.55247,132.85129,52.95471,142.14159,711.544077,Kirkland
1.5,1,1.5,0,0,4,8,98198,47.3829,-122.322,254.0,0.0,37,37,102.1933,320.608253,102.1933,0.0,130.0642,423.63768,King County
2.0,4,1.5,0,2,3,7,98136,47.5454,-122.383,74.0,6.0,103,103,146.78674,445.9344,146.78674,0.0,146.78674,445.9344,Seattle
1.5,4,1.5,0,0,4,7,98144,47.5782,-122.292,59.0,3.0,87,87,225.75429,464.050485,160.72219,65.0321,208.10272,464.515,Seattle
3.5,4,2.0,0,0,3,11,98199,47.6672,-122.409,327.0,1.0,9,9,319.58632,464.515,237.83168,81.75464,287.07027,951.419623,Seattle
3.25,3,2.0,0,0,3,9,98029,47.5558,-122.002,1995.0,0.0,9,9,300.07669,464.515,300.07669,0.0,248.05101,369.475231,King County
1.75,2,1.0,0,1,3,7,98199,47.6712,-122.409,739.0,0.0,95,95,143.99965,557.418,143.99965,0.0,219.25108,557.418,Seattle
1.0,4,1.5,0,0,3,7,98105,47.6696,-122.324,138.0,22.0,91,91,132.85129,379.04424,132.85129,0.0,163.50928,379.04424,Seattle
1.0,2,1.0,0,0,3,7,98155,47.7518,-122.279,82.0,4.0,65,65,87.32882,464.515,87.32882,0.0,167.2254,687.4822,King County
1.0,3,1.5,0,0,4,7,98155,47.7638,-122.317,337.0,3.0,64,64,141.21256,824.04961,141.21256,0.0,141.21256,724.6434,Shoreline
2.25,3,1.0,0,2,3,8,98136,47.5257,-122.382,294.0,4.0,32,32,274.06385,671.874496,141.21256,132.85129,197.88339,663.32742,Seattle
1.75,2,1.0,0,0,5,7,98117,47.6789,-122.365,123.0,7.0,109,109,112.41263,278.709,84.54173,27.8709,117.05778,278.709,Seattle
1.0,3,1.0,0,0,4,9,98166,47.4527,-122.372,1263.0,0.0,63,63,204.3866,1992.76935,148.6448,55.7418,174.65764,1045.15875,King County
1.0,3,1.0,0,0,4,8,98177,47.7261,-122.364,245.0,2.0,63,63,144.92867999999999,752.5143,105.90942,39.01926,197.88339,752.5143,Seattle
1.0,2,1.0,0,0,3,6,98117,47.6931,-122.379,211.0,3.0,78,78,81.75464,371.612,72.46433999999999,9.2903,88.25785,371.612,Seattle
2.75,5,1.0,0,0,4,7,98004,47.6226,-122.205,191.0,3.0,61,61,239.68974,708.84989,160.72219,78.96755,189.52212,716.932451,Bellevue
1.0,2,1.0,0,0,4,7,98107,47.6755,-122.367,78.0,4.0,115,115,89.18688,464.515,89.18688,0.0,123.56099,464.515,Seattle
2.5,3,1.0,0,0,4,7,98117,47.6933,-122.393,111.0,3.0,67,67,180.23182,836.127,90.11591,90.11591,203.45757,679.12093,Seattle
1.0,2,1.0,0,0,4,7,98103,47.6988,-122.351,424.0,13.0,67,67,80.82561,528.525167,80.82561,0.0,102.1933,530.569033,Seattle
3.5,4,2.0,0,3,4,11,98040,47.5359,-122.213,109.0,0.0,25,25,372.54103,1010.78464,292.64445,79.89658,327.94759,1608.15093,Mercer Island
2.5,3,1.0,0,0,3,8,98003,47.3334,-122.322,579.0,1.0,47,47,189.52212,1436.559089,124.49002,65.0321,220.18010999999998,1177.266816,Federal Way
1.75,3,1.0,0,0,4,7,98133,47.7442,-122.338,307.0,3.0,62,62,166.29637,713.402137,166.29637,0.0,144.92867999999999,713.49504,Shoreline
2.75,3,1.0,0,0,3,10,98105,47.6665,-122.27,399.0,3.0,59,27,310.29602,1178.93907,236.90265,73.39337,310.29602,880.7204399999999,Seattle
1.75,4,1.0,0,0,4,8,98005,47.5999,-122.176,273.0,0.0,56,56,210.88981,913.23649,210.88981,0.0,235.97362,1113.90697,Bellevue
2.5,4,1.0,0,0,3,8,98001,47.3216,-122.291,630.0,1.0,19,19,116.314556,2322.760806,92.159776,24.15478,172.79958,2322.760806,King County
1.0,4,1.0,0,0,3,6,98146,47.4972,-122.348,375.0,0.0,72,72,134.70935,832.41088,134.70935,0.0,107.76748,713.49504,King County
1.0,1,1.0,0,0,3,7,98144,47.5943,-122.299,126.0,6.0,6,6,67.81919,180.417626,67.81919,0.0,94.76106,189.893732,Seattle
1.0,3,1.0,0,0,4,7,98023,47.2707,-122.34,1326.0,0.0,37,37,81.75464,1820.8988,81.75464,0.0,81.75464,975.4815,Federal Way
2.25,5,1.0,0,1,5,8,98177,47.7736,-122.371,377.0,1.0,45,45,343.7411,669.551921,171.87055,171.87055,217.39302,733.9337,Shoreline
2.5,3,1.0,0,2,4,9,98004,47.6199,-122.212,320.0,0.0,64,64,239.68974,1356.662509,239.68974,0.0,223.89623,1332.879341,Bellevue
3.0,3,2.0,0,0,3,10,98155,47.7602,-122.278,462.0,3.0,64,12,277.77997,2867.822707,277.77997,0.0,162.58025,1468.053206,King County
1.0,3,2.0,0,2,3,7,98109,47.627,-122.353,337.0,38.0,105,105,139.3545,237.367165,139.3545,0.0,169.08346,237.367165,Seattle
1.0,3,1.5,0,0,3,8,98117,47.6847,-122.372,464.0,1.0,86,86,133.78032,399.4829,133.78032,0.0,152.36092,418.0635,Seattle
3.5,5,2.0,0,0,3,9,98074,47.6039,-122.059,2313.0,1.0,14,14,356.74752,769.143937,356.74752,0.0,331.66371,769.143937,Sammamish
1.0,3,1.0,0,0,3,7,98155,47.7763,-122.305,209.0,0.0,60,60,89.18688,752.5143,89.18688,0.0,100.33524,752.5143,Shoreline
1.0,3,1.0,0,0,5,7,98042,47.3604,-122.111,244.0,0.0,54,54,116.12875,705.319576,116.12875,0.0,116.12875,705.319576,King County
2.0,3,3.0,0,0,3,7,98103,47.6828,-122.345,120.0,6.0,8,8,98.47718,60.479853,98.47718,0.0,133.78032,139.447403,Seattle
2.75,4,1.0,0,0,4,8,98058,47.4612,-122.147,38.0,0.0,28,28,242.47683,843.280531,121.70293,120.7739,176.5157,975.4815,Renton
1.0,1,1.0,0,0,4,6,98103,47.6938,-122.347,213.0,18.0,95,95,36.232169999999996,185.806,36.232169999999996,0.0,124.49002,473.8053,Seattle
2.5,4,2.0,0,0,3,7,98038,47.3573,-122.016,456.0,1.0,12,12,170.01248999999999,436.086682,170.01248999999999,0.0,170.01248999999999,480.773025,King County
1.0,2,1.0,0,0,3,6,98178,47.5048,-122.272,182.0,0.0,84,84,79.89658,489.134295,79.89658,0.0,153.28995,815.223825,King County
1.5,4,1.0,0,0,4,7,98166,47.4522,-122.355,407.0,0.0,65,65,199.74145,2189.537904,199.74145,0.0,199.74145,940.642875,King County
1.0,2,1.0,0,0,3,6,98178,47.4903,-122.245,515.0,0.0,72,72,65.96113,668.9016,65.96113,0.0,89.18688,668.9016,King County
1.75,3,1.0,0,0,3,6,98146,47.4864,-122.337,329.0,0.0,73,73,102.1933,878.119156,102.1933,0.0,125.41905,878.119156,King County
3.0,3,2.0,0,0,3,8,98122,47.6063,-122.305,35.0,19.0,15,15,139.3545,136.846119,104.05136,35.30314,159.79316,183.576328,Seattle
3.25,4,2.5,0,0,3,10,98112,47.6283,-122.312,68.0,10.0,106,20,340.02497999999997,538.8374,312.15408,27.8709,301.00572,538.8374,Seattle
2.5,2,2.0,0,0,3,9,98118,47.5622,-122.292,164.0,18.0,3,3,181.16085,200.856286,139.3545,41.80635,167.2254,228.262671,Seattle
1.75,3,1.0,0,0,5,7,98042,47.4156,-122.149,2926.0,0.0,49,49,175.58667,1287.63558,175.58667,0.0,139.3545,1350.438008,King County
1.0,3,1.0,0,0,4,6,98058,47.4501,-122.176,245.0,0.0,57,57,93.83203,714.42407,93.83203,0.0,93.83203,707.827957,Renton
2.5,5,1.0,0,0,3,7,98034,47.7096,-122.199,231.0,0.0,34,34,234.11556,730.496289,139.3545,94.76106,188.59309,797.10774,Kirkland
3.5,3,2.0,0,0,3,8,98038,47.35,-122.005,1541.0,0.0,11,11,193.23824,473.8053,193.23824,0.0,193.23824,473.8053,King County
1.75,3,1.5,0,0,4,7,98031,47.3961,-122.188,125.0,0.0,27,27,118.91584,699.002172,118.91584,0.0,139.3545,722.506631,Kent
1.75,3,1.0,0,0,4,6,98118,47.5336,-122.278,320.0,3.0,103,103,125.41905,684.69511,125.41905,0.0,133.78032,557.418,Seattle
2.5,3,2.0,0,0,3,8,98011,47.7597,-122.167,239.0,2.0,14,14,235.04459,754.000748,235.04459,0.0,211.81884,816.710273,King County
2.75,5,1.0,0,0,3,7,98117,47.6886,-122.361,227.0,32.0,48,48,261.98646,428.097024,134.70935,127.27711,150.50286,356.74752,Seattle
1.75,3,1.5,0,3,3,7,98115,47.6851,-122.322,67.0,10.0,107,107,151.43189,397.160325,151.43189,0.0,167.2254,397.160325,Seattle
1.0,2,1.0,0,0,4,6,98133,47.7356,-122.34,197.0,3.0,62,62,72.46433999999999,758.08848,72.46433999999999,0.0,121.70293,758.08848,Shoreline
2.75,3,1.0,0,0,5,8,98006,47.5582,-122.139,39.0,0.0,40,40,182.08988,1231.150556,115.19972,66.89016,189.52212,916.580998,Bellevue
1.0,3,1.0,0,0,3,6,98023,47.3074,-122.371,239.0,0.0,49,49,91.97397,821.26252,91.97397,0.0,104.05136,801.288375,Federal Way
1.0,3,1.0,0,0,3,7,98178,47.5064,-122.265,437.0,1.0,35,35,116.12875,502.698133,116.12875,0.0,138.42547,587.14696,Seattle
2.5,4,2.0,0,0,3,7,98019,47.73,-121.969,682.0,0.0,26,26,190.45115,1367.903772,190.45115,0.0,178.37376,1192.967423,King County
2.0,4,1.0,0,0,4,7,98108,47.5275,-122.321,182.0,5.0,74,74,112.41263,394.83774999999997,112.41263,0.0,112.41263,557.418,Seattle
1.75,3,1.0,0,0,3,8,98058,47.4503,-122.131,100.0,0.0,41,41,149.57383,682.83705,149.57383,0.0,196.95436,682.83705,King County
